4,205.0,22.0,7.1,46.2,144.0,93.0,21.9,80.0,185.4,45.0
3,241.0,47.0,20.9,42.1,144.0,88.0,23.4,78.8,168.9,37.0
4,193.0,55.0,7.2,45.9,152.0,93.0,30.1,83.6,175.3,31.0
3,160.0,28.0,13.5,24.0,124.0,88.0,22.4,50.8,164.0,43.0
1,178.0,48.0,25.5,28.1,119.0,71.0,29.6,58.9,162.4,23.0
2,120.0,30.0,25.5,20.8,120.0,77.0,31.4,63.7,165.0,59.0
4,140.0,17.0,6.7,34.1,122.0,62.0,31.6,75.5,166.6,63.0
2,213.0,48.0,12.1,49.5,133.0,85.0,17.8,77.6,174.2,40.0
4,159.0,23.0,13.4,29.7,114.0,66.0,39.6,55.7,150.5,27.0
2,133.0,15.0,20.7,28.8,103.0,67.0,33.3,62.4,160.2,56.0
1,233.0,54.0,16.6,47.7,129.0,74.0,10.7,75.0,179.0,35.0
4,218.0,25.0,3.4,36.9,140.0,79.0,26.6,78.0,172.7,30.0
3,184.0,27.0,9.5,35.4,140.0,85.0,30.2,62.7,160.2,56.0
1,220.0,53.0,16.8,46.7,153.0,86.0,21.5,80.5,171.5,36.0
3,211.0,31.0,13.9,40.4,125.0,85.0,17.3,66.5,175.1,60.0
4,213.0,50.0,9.8,36.7,118.0,70.0,24.3,70.6,172.2,22.0
4,219.0,46.0,-9.3,43.6,116.0,64.0,22.9,78.46,171.9,22.0
2,224.0,50.0,20.5,39.7,142.0,82.0,18.5,75.2,174.0,37.0
4,116.0,17.0,12.4,18.9,115.0,70.0,27.63524,53.6,158.1,21.0
2,194.0,54.0,12.7,45.6,157.0,82.0,19.5,74.3,170.4,21.0
2,132.0,12.0,18.4,29.3,137.0,80.0,34.6,62.7,158.6,60.0
4,164.0,18.0,23.1,25.2,108.0,76.0,26.2,64.2,168.5,27.0
1,135.0,23.0,22.4,29.6,130.0,79.0,33.6,60.5,156.3,59.0
2,157.0,25.0,18.2,25.1,117.0,72.0,26.8,54.1,157.0,47.0
1,175.0,39.0,29.4,27.5,127.0,69.0,23.5,50.6,161.3,21.0
2,220.0,35.0,11.3,39.3,140.0,84.0,18.3,68.7,177.0,51.0
2,225.0,49.0,16.0,48.8,144.0,99.0,17.3,66.2,171.0,48.0
3,156.0,39.0,20.0,39.5,130.0,82.0,18.0,66.2,170.0,49.0
1,165.0,46.0,28.6,23.1,127.0,86.0,21.7,51.0,158.1,41.0
1,197.0,57.0,22.9,28.5,135.0,85.0,24.5,45.5,159.0,24.0
1,260.0,68.0,14.7,52.7,127.0,73.0,15.4,79.0,178.4,35.0
3,130.0,28.0,22.9,19.7,123.0,78.0,32.8,56.3,156.7,26.0
1,237.0,64.0,17.1,51.5,136.0,81.0,13.8,78.4,178.5,35.0
1,239.0,54.0,22.2,45.1,127.0,67.0,11.8,65.1,171.2,25.0
2,210.0,56.0,24.3,53.4,130.0,68.0,17.9,71.7,176.4,30.0
2,213.0,48.0,20.6,47.6,135.0,76.0,19.8,86.4,175.4,27.0
1,242.0,54.0,18.7,49.6,151.0,90.0,21.5,65.7,166.7,41.0
3,136.0,17.0,18.6,21.1,134.0,69.0,32.0,57.2,158.4,50.0
3,188.0,54.0,19.0,34.6,115.0,75.0,30.4,72.0,175.8,22.0
2,162.0,44.0,11.1,47.9,135.0,83.0,19.5,70.9,173.0,56.0
4,136.0,30.0,17.9,22.9,127.0,84.0,27.2,52.2,159.1,46.0
3,196.0,33.0,10.8,42.3,127.0,87.0,21.7,79.5,180.5,44.0
4,120.0,5.0,7.0,24.9,124.0,75.0,41.3,71.5,162.2,25.0
1,155.0,41.0,29.8,22.8,138.0,73.0,26.5,48.6,156.3,25.0
4,162.0,15.0,8.6,28.3,115.0,71.0,15.0,59.1,170.0,59.0
4,200.0,42.0,1.9,39.3,139.0,97.0,30.0,82.5,178.4,30.0
1,242.0,55.0,17.2,47.7,120.0,81.0,10.8,67.2,176.0,24.0
4,201.0,33.0,5.4,33.7,128.0,83.0,25.5,70.9,168.8,39.0
2,170.0,53.0,14.5,47.9,151.0,98.0,22.0,74.6,170.3,27.0
1,228.0,59.0,19.7,59.8,146.0,87.0,19.3,78.8,172.8,33.0
3,130.0,23.0,23.5,31.0,118.0,72.0,20.3,52.4,163.6,28.0
2,165.0,38.0,15.6,32.1,118.0,72.0,21.9,59.7,166.2,28.0
1,239.0,46.0,22.5,49.7,128.0,88.0,12.9,64.7,179.2,35.0
3,194.0,38.0,5.3,41.1,130.0,82.0,28.9,76.4,177.8,34.0
1,229.0,56.0,15.3,48.8,120.0,70.0,16.3,84.18,184.7,35.0
2,218.0,59.0,18.1,50.0,120.0,80.0,19.5,73.77,173.2,34.0
3,209.0,47.0,18.6,43.3,145.0,78.0,22.0,61.18,164.3,25.0
2,254.0,64.0,21.1,48.3,120.0,80.0,15.2,68.7,169.2,32.0
3,162.0,24.0,31.3,26.3,120.0,77.0,22.6,56.1,169.1,21.0
1,253.0,56.0,22.8,40.9,143.0,86.0,15.7,76.9,183.5,22.0
2,155.0,38.0,16.5,20.5,155.0,98.0,23.0,46.9,156.9,22.0
2,201.0,63.0,21.7,40.2,154.0,88.0,16.8,64.5,172.1,24.0
1,229.0,55.0,16.7,49.2,129.0,59.0,15.9,75.1,178.2,27.0
1,215.0,41.0,29.4,26.5,112.0,63.0,16.9,48.1,164.4,21.0
4,150.0,16.0,4.3,21.2,117.0,59.0,30.5,49.1,164.1,46.0
1,183.0,44.0,23.7,29.7,118.0,83.0,29.2,51.7,162.2,29.0
4,200.0,59.0,21.4,32.6,110.0,76.0,19.0,51.7,162.7,23.0
4,183.0,25.0,13.7,36.6,112.0,63.0,15.8,67.2,177.9,51.0
2,257.0,56.0,11.7,52.5,123.0,83.0,17.2,84.6,184.8,28.0
3,130.0,25.0,12.5,22.3,130.0,80.0,26.7,44.3,164.7,23.0
1,222.0,47.0,16.1,57.0,129.0,81.0,27.3,93.5,178.3,30.0
1,159.0,47.0,21.1,25.7,126.0,71.0,30.7,51.7,160.1,25.0
3,185.0,48.0,10.0,46.5,149.0,81.0,27.6,69.8,172.7,28.0
3,208.0,46.0,11.7,42.7,132.0,93.0,23.4,73.2,178.3,22.0
4,180.0,37.0,6.1,36.3,148.0,90.0,29.0,72.7,167.7,51.0
1,204.0,50.0,21.6,31.8,108.0,70.0,19.3,49.9,165.1,24.0
1,173.0,37.0,28.0,27.3,111.0,60.0,19.5,47.8,160.3,27.0
4,58.0,0.0,3.0,25.7,111.0,71.0,37.0,62.2,153.2,61.0
2,235.0,66.0,13.0,45.9,125.0,72.0,20.6,71.9,169.5,30.0
3,211.0,41.0,26.0,53.7,140.0,95.0,20.4,73.3,180.2,42.0
4,210.0,36.0,-6.9,28.6,134.0,75.0,32.1,91.7,180.3,22.0
3,165.0,41.0,14.7,23.2,121.0,77.0,31.4,62.5,164.7,23.0
3,171.0,35.0,22.5,22.2,130.0,77.0,20.7,54.5,160.2,27.0
2,181.0,53.0,16.2,47.3,135.0,75.0,25.3,70.7,167.9,29.0
2,188.0,41.0,9.8,40.5,152.0,84.0,25.7,67.6,165.6,62.0
4,226.0,52.0,10.9,44.6,157.0,93.0,33.3,92.9,169.2,21.0
3,243.0,49.0,13.0,49.5,141.0,94.0,12.6,74.7,184.1,25.0
2,150.0,37.0,21.5,27.5,133.0,77.0,30.5,64.1,166.9,31.0
3,248.0,54.0,13.0,39.4,124.0,77.0,16.5,66.4,175.0,21.0
2,204.0,46.0,26.2,46.0,153.0,92.0,20.5,66.3,171.6,38.0
3,126.0,27.0,14.6,29.9,102.0,55.0,29.2,64.2,178.1,23.0
1,195.0,40.0,20.5,37.7,148.0,89.0,22.0,61.5,170.1,56.0
4,182.0,33.0,22.0,30.1,140.0,75.0,24.5,71.0,170.3,59.0
1,186.0,44.0,31.7,27.0,109.0,61.0,21.7,54.3,164.4,23.0
4,186.0,29.0,10.2,39.6,127.0,77.0,30.4,75.5,170.0,52.0
3,198.0,37.0,18.6,43.1,135.0,96.0,19.0,74.66,178.0,33.0
2,165.0,31.0,19.4,25.3,132.0,85.0,24.1,51.6,154.9,58.0
3,169.0,47.0,20.8,27.3,103.0,71.0,36.5,61.4,160.9,21.0
2,231.0,53.0,10.1,39.7,155.0,78.0,18.6,72.86,176.0,27.0
3,229.0,46.0,12.1,39.1,137.0,76.0,14.3,65.3,173.5,27.0
3,167.0,44.0,12.2,33.3,131.0,75.0,32.9,62.3,163.0,21.0
2,212.0,30.0,9.5,42.1,156.0,88.0,24.1,66.0,168.5,57.0
1,186.0,48.0,29.7,30.7,125.0,74.0,15.2,52.84,166.7,29.0
4,219.0,36.0,8.5,34.2,137.0,73.0,20.0,70.0,170.0,45.0
2,174.0,43.0,16.7,24.7,109.0,60.0,34.8,64.4,155.5,24.0
2,171.0,26.0,18.0,25.4,151.0,89.0,19.6,52.5,163.9,50.0
1,195.0,52.0,12.3,47.1,124.0,70.0,11.4,68.4,173.0,60.0
2,211.0,29.0,25.0,42.7,144.0,93.0,23.3,63.9,163.7,62.0
2,161.0,36.0,18.7,20.8,105.0,64.0,19.6,45.3,159.2,39.0
1,148.0,37.0,22.6,34.9,115.0,74.0,27.1,60.4,162.2,22.0
3,110.0,16.0,13.5,20.5,117.0,72.0,30.1,52.2,156.5,54.0
3,195.0,31.0,7.0,39.2,112.0,75.0,28.2,68.5,167.2,48.0
1,140.0,27.0,21.1,27.5,130.0,83.0,30.9,63.1,160.9,61.0
1,206.0,41.0,16.0,47.3,154.0,86.0,23.1,76.0,172.5,60.0
3,223.0,41.0,11.6,45.0,123.0,77.0,23.7,67.2,168.6,27.0
1,174.0,36.0,26.3,26.9,143.0,91.0,22.5,51.4,162.5,40.0
2,215.0,39.0,15.4,47.3,142.0,86.0,19.9,65.64,172.1,36.0
2,188.0,29.0,15.8,40.6,139.0,89.0,30.1,74.9,168.5,58.0
3,130.0,23.0,15.7,23.9,129.0,78.0,31.3,55.6,152.8,55.0
3,157.0,59.0,13.7,24.5,117.0,61.0,31.5,57.9,158.1,25.0
1,248.0,65.0,21.5,46.2,134.0,77.0,10.9,64.5,169.6,21.0
1,164.0,43.0,28.8,32.9,127.0,84.0,31.7,57.5,163.8,23.0
2,166.0,33.0,7.6,34.9,114.0,66.0,8.5,61.3,165.8,64.0
2,257.0,49.0,16.8,50.8,151.0,82.0,18.8,84.4,187.4,21.0
3,117.0,11.0,18.8,25.5,132.0,83.0,35.1,51.6,149.4,56.0
1,240.0,67.0,19.9,38.8,114.0,68.0,16.4,61.4,167.3,22.0
3,170.0,31.0,21.7,25.0,102.0,58.0,31.1,62.0,165.4,28.0
2,152.0,20.0,18.5,23.5,126.0,68.0,27.5,46.9,152.7,53.0
4,237.0,35.0,25.5,37.7,123.0,70.0,23.2,62.7,165.7,23.0
1,206.0,45.0,22.1,50.1,141.0,82.0,22.7,80.9,176.8,46.0
4,134.0,0.0,10.7,22.7,125.0,85.0,37.7,54.7,148.2,56.0
1,203.0,52.0,28.7,48.3,113.0,69.0,18.1,71.0,172.0,44.0
2,244.0,49.0,14.1,47.8,110.0,69.0,13.9,68.4,173.8,27.0
1,201.0,47.0,24.2,47.8,160.0,99.0,26.6,71.5,166.5,45.0
4,135.0,22.0,9.0,35.6,141.0,81.0,36.7,73.8,164.7,63.0
1,231.0,51.0,16.0,50.6,145.0,79.0,14.1,83.6,183.4,26.0
2,205.0,60.0,16.6,47.4,127.0,80.0,24.1,72.2,170.8,32.0
1,168.0,39.0,23.3,27.9,120.0,77.0,18.9,50.3,167.0,22.0
4,156.0,42.0,11.6,50.9,133.0,61.0,28.0,84.7,175.0,21.0
2,213.0,55.0,15.4,40.8,138.0,81.0,17.2,75.5,178.9,21.0
1,145.0,35.0,23.0,27.9,159.0,97.0,27.9,53.4,148.0,54.0
2,278.0,56.0,19.9,58.9,122.0,67.0,15.4,82.8,179.0,21.0
3,224.0,47.0,13.2,39.7,141.0,94.0,23.6,64.8,163.9,24.0
1,196.0,47.0,15.1,59.2,129.0,75.0,18.9,84.66,178.0,31.0
2,209.0,52.0,22.0,40.9,156.0,76.0,19.9,77.1,180.9,27.0
2,155.0,41.0,19.4,23.6,151.0,96.0,28.4,54.2,163.8,22.0
4,125.0,4.0,20.2,28.9,136.0,93.0,37.6,56.4,152.6,61.0
2,190.0,28.0,10.9,33.6,128.0,78.0,16.7,60.9,171.9,60.0
1,178.0,38.0,22.6,27.4,106.0,62.0,20.6,50.0,160.0,41.0
2,188.0,34.0,22.4,40.6,151.0,98.0,25.9,67.8,166.1,59.0
3,203.0,41.0,13.0,40.7,136.0,92.0,21.2,71.2,174.5,51.0
3,217.0,40.0,12.7,34.1,131.0,70.0,19.4,70.5,181.1,34.0
1,202.0,54.0,27.1,30.0,103.0,66.0,16.0,53.2,169.2,22.0
1,198.0,43.0,23.1,28.5,99.0,61.0,23.2,55.1,162.1,22.0
1,178.0,47.0,21.5,25.2,103.0,66.0,17.2,47.8,161.8,23.0
4,113.0,37.0,16.1,16.6,126.0,81.0,37.5,55.5,152.3,27.0
2,179.0,37.0,23.6,26.4,144.0,99.0,36.1,63.7,160.9,25.0
1,167.0,35.0,23.0,16.2,110.0,66.0,17.3,38.1,149.5,37.0
3,210.0,44.0,6.4,28.5,124.0,67.0,16.3,50.1,170.0,21.0
3,225.0,38.0,5.1,39.3,140.0,82.0,15.6,67.6,174.0,31.0
3,223.0,33.0,9.9,45.0,147.0,88.0,22.2,73.3,176.2,49.0
3,233.0,44.0,9.1,42.0,115.0,66.0,17.8,81.0,182.5,27.0
3,110.0,25.0,17.5,25.1,104.0,67.0,23.3,57.0,155.9,49.0
3,149.0,24.0,12.5,30.1,124.0,80.0,26.6,55.0,156.6,36.0
4,188.0,36.0,8.7,32.0,126.0,85.0,23.8,76.3,179.2,33.0
2,118.0,12.0,23.5,26.9,152.0,89.0,37.3,56.16,146.5,61.0
1,186.0,47.0,23.8,39.1,102.0,55.0,23.7,70.0,166.9,24.0
2,215.0,49.0,20.1,38.2,131.0,81.0,26.0,63.9,168.8,25.0
2,152.0,30.0,18.1,22.4,128.0,77.0,35.2,55.9,161.4,28.0
1,128.0,43.0,20.6,26.9,116.0,69.0,32.6,57.2,162.6,26.0
3,194.0,33.0,2.8,46.0,123.0,75.0,22.6,68.0,175.0,62.0
1,211.0,55.0,22.4,47.4,120.0,83.0,23.3,75.6,172.4,51.0
2,219.0,46.0,16.2,67.6,128.0,70.0,24.7,103.4,180.2,26.0
2,157.0,32.0,30.1,25.6,110.0,71.0,29.2,56.6,160.7,21.0
1,186.0,41.0,28.0,25.0,157.0,95.0,23.2,46.7,149.0,56.0
2,217.0,56.0,18.2,38.9,143.0,86.0,27.5,74.8,165.4,52.0
2,174.0,39.0,22.3,29.9,125.0,68.0,35.3,64.9,169.2,21.0
3,132.0,16.0,14.3,24.2,118.0,70.0,36.2,60.4,157.2,56.0
2,228.0,59.0,16.3,48.8,149.0,98.0,17.9,67.1,169.9,36.0
1,183.0,36.0,24.5,28.2,108.0,68.0,25.5,55.6,163.5,32.0
4,145.0,11.0,24.3,23.4,116.0,76.0,25.4,49.7,159.9,21.0
2,160.0,28.0,14.2,26.9,123.0,82.0,20.7,63.9,165.8,63.0
1,248.0,68.0,26.3,50.9,127.0,88.0,21.9,69.8,168.0,32.0
2,247.0,66.0,11.4,44.5,126.0,71.0,13.8,75.5,175.1,28.0
2,220.0,40.0,19.8,57.9,132.0,93.0,25.0,84.1,169.8,40.0
2,172.0,37.0,20.8,21.8,93.0,60.0,27.6,56.9,158.8,26.0
4,118.0,20.0,1.2,12.1,128.0,67.0,35.9,49.9,156.9,56.0
1,234.0,61.0,16.3,44.0,118.0,51.0,15.0,69.9,168.4,22.0
4,213.0,40.0,3.3,35.0,121.0,82.0,27.5,72.6,172.7,29.0
4,162.0,12.0,-2.4,35.1,142.0,70.0,28.7,86.4,171.6,61.0
3,134.0,24.0,20.5,19.5,122.0,82.0,29.4,51.4,162.9,54.0
3,186.0,35.0,20.2,34.3,143.0,91.0,23.8,66.4,168.8,56.0
3,204.0,46.0,7.8,45.9,149.0,91.0,19.2,72.7,173.0,36.0
3,241.0,44.0,18.3,45.3,154.0,98.0,19.1,65.66,167.5,24.0
3,122.0,12.0,20.1,24.8,154.0,99.0,41.4,51.6,145.7,59.0
3,131.0,26.0,10.9,21.6,116.0,75.0,30.4,47.9,158.2,23.0
2,246.0,47.0,17.3,43.3,150.0,99.0,18.0,73.4,179.3,41.0
3,216.0,37.0,14.3,38.1,136.0,85.0,22.2,61.7,169.9,35.0
2,230.0,42.0,14.5,43.5,116.0,84.0,23.6,65.5,163.7,30.0
3,170.0,43.0,14.8,29.1,117.0,63.0,24.3,63.8,167.8,44.0
4,193.0,50.0,6.0,37.7,130.0,83.0,28.0,74.0,170.0,28.0
4,151.0,40.0,16.2,38.1,110.0,60.0,20.1,65.0,169.5,22.0
3,221.0,45.0,7.7,44.7,123.0,73.0,21.06,74.7,187.9,21.0
4,181.0,29.0,7.4,42.8,142.0,99.0,22.4,75.1,170.0,53.0
1,163.0,41.0,21.4,25.0,128.0,81.0,22.7,48.9,158.4,21.0
2,126.0,27.0,17.9,22.9,121.0,76.0,29.2,58.2,157.6,63.0
4,143.0,22.0,-4.4,28.9,116.0,72.0,28.4,53.0,161.1,23.0
1,205.0,40.0,16.6,41.2,130.0,74.0,23.6,71.9,174.7,62.0
4,216.0,50.0,1.5,49.7,151.0,96.0,29.3,90.0,179.7,32.0
3,230.0,47.0,6.2,47.4,111.0,65.0,15.5,71.6,172.3,38.0
1,235.0,57.0,19.0,64.3,127.0,77.0,24.7,80.2,180.3,24.0
3,199.0,48.0,23.0,48.9,136.0,79.0,19.8,79.4,183.3,23.0
1,173.0,38.0,15.8,43.1,152.0,79.0,18.9,71.66,172.4,63.0
1,223.0,54.0,21.5,49.6,126.0,75.0,7.8,73.38,178.8,27.0
1,148.0,42.0,28.6,25.1,133.0,74.0,29.6,54.34,158.2,59.0
1,186.0,40.0,18.9,27.4,130.0,84.0,25.9,53.7,166.5,36.0
2,174.0,50.0,20.5,31.0,115.0,61.0,26.0,65.8,167.5,34.0
4,185.0,42.0,4.5,46.1,120.0,70.0,26.8,90.5,180.4,23.0
4,174.0,28.0,24.2,15.2,139.0,84.0,28.4,49.7,158.8,21.0
3,232.0,54.0,12.7,56.8,117.0,80.0,18.9,89.9,177.0,24.0
2,216.0,40.0,12.5,45.4,114.0,67.0,20.6,75.5,170.0,55.0
1,239.0,55.0,20.2,45.7,120.0,80.0,12.4,68.6,169.0,43.0
2,189.0,33.0,27.2,23.0,108.0,66.0,21.3,54.0,159.3,22.0
1,237.0,46.0,14.5,43.9,138.0,88.0,17.8,69.4,173.9,46.0
4,200.0,38.0,9.3,35.6,114.0,75.0,24.7,77.5,176.0,24.0
1,149.0,27.0,23.6,24.4,127.0,95.0,23.2,57.6,164.0,56.0
4,217.0,41.0,23.0,47.8,130.0,84.0,25.1,76.8,171.4,28.0
4,150.0,13.0,-5.0,22.5,102.0,57.0,20.3,59.3,160.4,53.0
1,215.0,50.0,16.7,55.4,132.0,69.0,12.6,76.5,179.2,30.0
4,160.0,22.0,19.4,18.6,120.0,70.0,40.2,56.9,153.0,21.0
3,125.0,11.0,16.5,24.7,133.0,74.0,37.6,65.3,162.0,59.0
1,183.0,51.0,19.9,26.8,148.0,68.0,29.4,56.9,164.6,27.0
2,241.0,61.0,20.0,54.3,145.0,97.0,18.0,82.2,179.9,38.0
2,212.0,60.0,23.3,44.6,132.0,87.0,20.7,72.4,167.9,41.0
2,162.0,32.0,16.8,25.8,138.0,82.0,34.2,60.2,168.4,21.0
3,204.0,43.0,28.0,26.6,116.0,73.0,29.6,53.4,163.7,23.0
3,172.0,42.0,10.1,23.8,112.0,73.0,25.3,47.6,166.3,21.0
1,174.0,31.0,14.3,37.1,193.0,84.0,28.7,68.2,160.5,63.0
3,225.0,45.0,11.2,52.6,133.0,80.0,12.3,72.4,182.9,22.0
4,185.0,25.0,16.5,30.1,134.0,95.0,16.8,52.5,170.3,28.0
3,158.0,36.0,18.7,30.2,112.0,62.0,33.1,57.9,154.0,25.0
3,225.0,45.0,9.3,46.4,134.0,79.0,21.5,90.1,176.9,39.0
3,221.0,49.0,20.4,35.6,142.0,70.0,25.2,80.0,180.6,22.0
1,240.0,65.0,27.8,42.8,134.0,78.0,14.7,62.9,170.2,30.0
4,231.0,52.0,27.7,54.0,143.0,98.0,23.1,108.9,185.2,30.0
2,158.0,47.0,21.1,27.7,134.0,81.0,32.6,59.7,162.8,24.0
2,182.0,26.0,18.8,35.5,145.0,87.0,30.9,68.5,163.8,64.0
1,181.0,38.0,27.8,33.5,146.0,84.0,31.3,68.8,166.0,22.0
4,100.0,20.0,12.8,17.0,130.0,85.0,34.9,60.0,155.5,64.0
2,225.0,51.0,15.4,35.2,113.0,68.0,16.4,67.1,170.1,26.0
1,167.0,32.0,19.6,25.2,128.0,78.0,30.8,50.6,159.3,39.0
2,205.0,38.0,13.3,39.0,143.0,96.0,28.4,67.0,165.2,50.0
1,137.0,35.0,21.7,25.0,106.0,75.0,30.7,59.1,159.2,45.0
4,130.0,16.0,19.5,20.8,103.0,70.0,33.6,49.1,150.3,52.0
1,230.0,58.0,21.8,51.5,130.0,87.0,9.2,75.7,184.0,25.0
2,221.0,55.0,11.5,44.6,119.0,75.0,9.9,63.7,175.3,25.0
2,197.0,51.0,12.1,49.0,125.0,83.0,23.8,82.7,177.3,35.0
2,168.0,28.0,17.3,40.4,135.0,79.0,24.3,76.1,169.4,63.0
1,228.0,53.0,14.6,46.9,140.0,81.0,20.0,71.1,167.0,31.0
2,121.0,30.0,20.3,23.9,112.0,68.0,14.0,51.0,158.1,42.0
3,135.0,21.0,19.6,22.1,115.0,62.0,17.8,46.2,158.6,25.0
3,137.0,38.0,23.8,21.7,110.0,70.0,25.1,49.4,156.1,24.0
3,163.0,60.0,24.9,39.4,118.0,78.0,18.3,67.5,175.1,22.0
4,174.0,44.0,9.2,45.2,133.0,64.0,31.5,83.3,172.9,26.0
3,167.0,46.0,21.5,28.1,155.0,82.0,23.5,54.9,166.0,22.0
3,182.0,38.0,17.4,32.9,155.0,86.0,23.2,58.7,168.0,46.0
2,222.0,44.0,21.3,52.8,137.0,83.0,23.0,86.0,181.2,37.0
3,241.0,51.0,23.5,42.6,139.0,93.0,13.5,84.2,170.0,28.0
4,200.0,1.0,-12.0,35.7,125.0,96.0,24.3,74.8,176.1,24.0
4,202.0,49.0,-6.6,35.2,132.0,82.0,34.4,75.9,170.0,27.0
4,213.0,52.0,8.0,42.4,143.0,83.0,25.2,74.6,171.0,28.0
3,168.0,39.0,26.8,35.7,133.0,85.0,27.9,58.5,163.5,23.0
3,215.0,52.0,7.4,43.3,117.0,78.0,19.9,68.9,170.8,39.0
2,115.0,27.0,18.5,23.1,130.0,80.0,41.3,58.9,154.6,55.0
